"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
541	7.5e+07	"space marine dystopia alien planet genetic engineering"	"en"	"Soldier"	11.873856	1998-10-23	14567883	99	6.1	221	"Action"	1998	10	23	"Kurt Russell"	"male"	"Paul"	"male"
294	1e+08	"fantasy miniature people"	"en"	"Epic"	36.711378	2013-05-15	268426634	102	6.4	1121	"Adventure"	2013	5	15	"Josh Hutcherson"	"male"	"Chris"	"male"
3022	0	NA	"en"	"Roll Bounce"	2.596338	2005-09-23	0	112	6.1	27	"Drama"	2005	9	23	"Nick Cannon"	"male"	"Malcolm"	"male"
4088	2700000	"paris journalist dialogue talking soulmates"	"en"	"Before Sunset"	14.799323	2004-02-10	15992615	80	7.6	718	"Drama"	2004	2	10	"Ethan Hawke"	"male"	"Richard"	"male"
3228	7700000	NA	"hi"	"Yeh Jawaani Hai Deewani"	3.353176	2013-05-31	4.6e+07	159	7.2	79	"Romance"	2013	5	31	"Ranbir Kapoor"	"male"	"Ayan"	"male"
4543	0	NA	"en"	"The Californians"	0.218736	2005-10-21	0	91	4	1	"Drama"	2005	10	21	"Noah Wyle"	"male"	"Jonathan"	"male"
3731	4200000	"becoming an adult musical music high school school performance"	"en"	"High School Musical"	16.536374	2006-01-20	0	98	6.1	1000	"Drama"	2006	1	20	"Zac Efron"	"male"	"Kenny"	"male"
4408	0	"police revenge independent film video camera on the run"	"en"	"Jimmy and Judy"	1.255771	2006-01-01	0	99	5.4	8	"Drama"	2006	1	1	"Edward Furlong"	"male"	"Randall"	"male"
3087	0	NA	"en"	"Nicholas Nickleby"	5.099923	2002-12-27	0	132	6.8	49	"Drama"	2002	12	27	"Charlie Hunnam"	"male"	"Douglas"	"male"
3329	0	"basement hole little brother"	"en"	"The Hole"	9.983004	2009-09-09	0	92	5.6	244	"Thriller"	2009	9	9	"Chris Massoglia"	"male"	"Joe"	"male"
817	5.5e+07	"handcuffs sister sister relationship spanner blow job stag night"	"en"	"American Wedding"	36.194802	2003-08-01	231449203	103	6	1129	"Comedy"	2003	8	1	"Jason Biggs"	"male"	"Jesse"	"male"
4620	0	"boxer massage unrequited love locker room independent film"	"en"	"Fighting Tommy Riley"	0.045429	2005-05-06	0	0	5.3	4	"Drama"	2005	5	6	"J.P. Davis"	NA	"Eddie"	"male"
1572	3e+07	"hawaii one-night stand beauty"	"en"	"Forgetting Sarah Marshall"	50.670253	2008-04-17	105173115	111	6.4	1172	"Drama"	2008	4	17	"Jason Segel"	"male"	"Nicholas"	"male"
635	5.2e+07	"moon florida nasa spaceman race against time"	"en"	"Apollo 13"	68.140214	1995-06-30	355237933	140	7.3	1599	"Drama"	1995	6	30	"Tom Hanks"	"male"	"Ron"	"male"
783	6e+07	"based on novel painting debt art dealer stolen painting"	"en"	"Mortdecai"	52.417529	2015-01-21	30418560	106	5.4	1055	"Comedy"	2015	1	21	"Johnny Depp"	"male"	"David"	"male"
